name,code,price,date
שום טרי.,692,19.90,2025/06/29 17:07
תירס קלחים טרי ארוז,698,8.90,2025/07/06 16:56
תפוח אדמה לבן ארוז,700,3.90,2025/07/06 16:56
תפו"א לאפיה,702,5.90,2024/01/15 16:51
חציל בלאדי,712,2.90,2025/06/30 12:43
פלפל כתום,716,7.90,2025/07/06 16:56
תפוח פינק ליידי,723,14.90,2025/06/30 12:42
ליצ`י,732,11.90,2025/07/06 16:56
קישוא זוקיני,735,7.90,2024/01/15 17:32
תפו"א אדום בתפזורת,741,7.90,2024/01/25 11:36
ענבי טלי,764,16.90,2025/06/30 12:43
פלפל שושקה,770,17.90,2025/06/30 12:43
משלוח השלמות,841,0.01,2025/05/15 13:55
דובדבן במשקל.,959,49.90,2025/07/08 11:48
פטרוזיליה,985,5.90,2024/08/11 15:35
פלפל יבש חריף,1222,11.90,2024/03/13 15:10
קוקטייל עוף טרי מקוצב,3416,49.90,2024/08/06 18:05
קופון אונליין קולה ב19.90ש,3441,0.01,2023/02/23 16:25
קופון אונליין נייר טואלט לילי ב19.90ש,3442,0.01,2023/02/23 16:24
מעורב ירושלמי,4018,69.90,2023/01/10 14:27
שריר עגל כשר טרי /מצונן**,5085,69.90,2022/02/01 14:58
דג דניס שלם נקי טרי.,5517,39.90,2025/05/19 17:06
לברק שלם נקי טרי,5519,34.90,2023/11/28 14:47
מיני קרוטונים למרק 350ג ב30% המחה,6480,0.01,2025/04/29 17:33
קצוות גבינה,9160,38,2024/07/24 12:48
פפריקה מתוקה,12166,35,2025/03/09 16:46
פפריקה חריפה,12167,35,2024/01/15 17:22
פפריקה מרוקאית מתוקה,12168,35,2025/07/06 14:18
פקאן מקולף שקיל,12240,120,2024/04/07 10:11
אגוזי מלך שקיל,12276,79.90,2021/08/09 03:11
חמוציות ללא סוכר,12553,55.01,2024/01/15 17:25
קציצות בקר ברוטב,18067,89,2025/07/07 16:36
יין קלאסיק ברקן ק. סובניון,23809,33.90,2025/07/06 14:09
יין קלאסיק ברקן אמרלד ריזלינג,23816,33.90,2025/07/06 14:09
יין קלאסיק מרלו ברקן.,23977,33.90,2025/07/06 14:09
רזרב  קברנה סובניון ברקן,24202,41.90,2025/06/23 19:56
רזרב מרלו ברקן,7290000024264,41.90,2025/06/23 19:56
תירוש של סגל 1ל,7290000024523,16.90,2025/06/22 15:17
יין אדום מתוק לקידוש של סגל 750מ"ל,24530,15.50,2025/01/12 20:24
משלוח אונליין,30039,34.90,2024/05/09 17:16
איסוף אונליין,30040,9.90,2022/03/01 17:54
משלוחים מוזלים,30043,34.90,2025/05/07 16:33
משלוח אונליין אוניברסיטה,30060,25,2025/02/09 12:04
תרכיז עגבניות 28% פרי זה,7290000032665,9.40,2025/07/08 11:40
יופלה תות 3%,7290000040042,5.40,2025/06/10 11:07
יופלה דובדבן,7290000040066,5.40,2025/06/10 11:07
יופלה אפרסק,7290000040080,5.40,2025/06/10 11:07
טוסטי עמק אמריקאי אדם 200גר,7290000040462,21.40,2025/06/10 11:07
חלב טרי דל לקטוז 1 ליטר,40974,7.80,2025/06/10 11:08
כנפיים עוף חצוי טרי**.,41043,19,2024/01/15 17:24
אנטריקוט דק דק**,41118,199.90,2024/07/23 20:19
טחון אסאדו טרי **,41124,69.90,2022/02/01 10:58
טחון כתף/פילה מדומה טרי **,41138,64.90,2021/08/09 03:18
סטייק פרגיות  עוף טרי**,41212,74.90,2025/03/21 12:26
שניצל הודו  טרי**,41232,42.90,2023/02/22 11:49
רצועות שוארמה  הודו**,41235,79.90,2023/02/28 08:54
כתף עגל מעובד מופשר**,41239,79.90,2024/12/15 12:14
צלי כתף עגל מעובד מופשר **,41240,109.90,2025/07/09 10:15
שריר עגל מעובד מופשר**,41242,69.90,2024/12/15 12:14
גולש עגל מעובד מופשר**,41248,79.90,2024/12/15 12:14
בשר טחון בד"ץ מ/ע ק**,41250,49.90,2016/05/26 06:23
בשר טחון קפוא חלק,41253,49.90,2025/07/09 10:15
כתף בקר טרי /מצונן חלק.,41260,79.90,2022/02/01 14:58
אסאדו עם עצם טרי**,41268,79.90,2022/09/29 13:04
גולש עגל  טרי/מצונן**,41269,79.90,2022/09/05 17:54
כנפית עוף **,41270,21.90,2021/08/09 06:28
אנטריקוט טרי/מצונן*,41271,199.90,2024/07/23 20:19
צלעות כבש  **,41279,219.90,2025/07/09 10:15
שפונדרה עגל  מעובד מופשר **,41320,79.90,2024/12/15 12:14
סטייק אנטריקוט לתנור,41323,99.90,2023/04/16 18:03
סינטה  טרי**,41364,148.80,2019/01/29 13:20
שייטל  טרי**,41377,99.90,2025/07/09 10:18
שוקית כנף עוף **,41379,21.90,2021/08/09 06:30
אונטריב טרי/מצונן**,41414,89.90,2022/03/29 14:04
כרעיים עוף טרי מקוצב**,41419,39.90,2024/02/01 14:27
~קוט ג  }5%  בדץ  תנובה{,7290000041445,6,2025/07/06 14:10
פרגית עוף לתנור עם עצם טרי**,41447,59.90,2024/08/07 09:05
קוט ג 9% בדץ 250 תנובה,7290000041452,6,2025/07/06 14:10
רצועות  חזה עוף  להקפצה/טחינה**,41545,59.90,2025/07/03 15:54
אסאדו בלי עצם טרי**,41659,79.90,2024/07/21 13:48
שמנת יוטבתה 200,7290000041858,3,2025/06/18 15:43
מעורב ישראלי,41996,69.90,2021/08/09 07:05
חלב שקית   מהדרין 3%  תנובה*,7290000042015,6.35,2025/05/02 10:46
טחון כתף/צלעות טרי,42209,64.90,2025/01/14 18:52
סטייק עם עצם  טרי**,42261,119.90,2022/07/05 12:14
צלי כתף  טרי/מצונן**,42265,109.90,2025/07/09 10:17
פילה מדומה   טרי/מצונן**,42266,89.90,2022/09/05 17:55
אוסובוקו  טרי*,42267,69.90,2021/08/09 05:52
שריר  טרי/מצונן**,42268,69.90,2022/02/01 14:58
צוואר טרי/מצונן   חלק**,42269,64.90,2021/08/09 05:52
חלב 1 ליטר   בקבוק% 3  יוטבתה*,7290000042411,7.28,2025/06/01 12:35
חלב עמיד 1 ליטר,7290000042503,8.60,2025/06/10 11:07
שוקו יטבתה 250,7290000042855,2.70,2025/07/07 18:49
אסאדו עם עצם מעובד מופשר**,42901,79.90,2024/05/05 12:24
סינטה אנטריקוט.,42913,169,2024/01/29 10:58
שמנת עמידה  38% להקצפה 250  מ"ל*(תנובה,7290000043814,7.56,2025/05/02 10:46
ריויון 1 ליטר קרטון 1.5% שומן,7290000043890,13.30,2025/06/10 11:07
יוגורט  בכד 1.5 ליטר 4.5%,7290000043944,20,2025/06/10 11:07
.פרילי  תות 500 מ"ל.,7290000044712,11.20,2025/06/10 11:07
באדי תות,7290000044880,10,2025/06/10 11:07
נעמה גבינה משולשת  200ג,7290000045573,16.30,2025/06/10 11:09
נעמה 240גר,7290000045580,20.40,2025/06/10 11:07
יוגורט 3 ליטר 4.5%,7290000045771,33.70,2025/06/10 11:07
שאריות נקניק,45876,19.90,2021/08/09 01:10
גבינת  עיזים(פרומעז) גליל 200גר,7290000045917,28.50,2025/06/10 11:07
עמק שקילה  *,46006,52.30,2025/05/02 10:46
גלבוע  22% שקילה}גבנ"צ{*,7290000046020,49.72,2025/05/02 10:46
גלבוע   פרוס]תנובה[200ג,7290000046327,14.60,2025/06/10 11:07
טל העמק שקיל,46501,62.70,2025/07/06 14:22
פרמזן  חריץ תנובה שקיל,7290000046563,129,2025/06/10 11:07
גבינה סקנדינבית,46662,82,2025/06/10 11:07
גבינה   קצ`קבל(גלעד)חריץ תנובה שקיל,47027,145,2025/06/10 11:07
בולגרית פיראוס  %24 שקיל,47485,65,2025/06/10 11:07
כנען 500 ג,7290000047546,26.50,2025/06/10 11:07
גבינה לבנה 5% תנובה  250  גרם*,7290000047621,5.81,2025/05/02 10:46
גבינה לבנה 9% רכה 250 גרם,7290000047942,5.90,2025/06/10 11:07
גבינה%5  תנובה 250גרם*,7290000048185,5.81,2025/05/02 10:46
גבינה 9%  250 גרם,7290000048192,5.90,2025/06/10 11:07
קוטג  זיתים 250ג`,7290000048307,6.90,2025/06/10 11:07
חמד פיראוס 16% 250גר,7290000048413,21,2025/06/10 11:07
צפתית  פיראוס 200  ג%`5,7290000048437,16.30,2025/06/10 11:07
יופלה תות 500גר`,50447,14.30,2025/06/10 11:07
יופלה אפרסק 500גר`,50454,14.30,2025/06/10 11:07
מארז הפסקת אוכל עוגי 150 ג`,51307,10.70,2025/06/10 11:08
חלב של פעם 1 ליטר,51352,9,2025/06/10 11:07
יופלה דיאט אננס ספורטיבי 150גר`,51376,5.40,2025/06/10 11:08
פיראוס לאבנה עם שמן זית וזעתר 263גר`,51710,12.90,2025/06/26 18:21
עמק 15% פרוס בקופסא 200גר`,52311,18.40,2025/06/10 11:08
פיראוס לאבנה 5% 500גר`,52649,22.50,2025/06/10 11:08
קוטג% `5עם שו שמיר 250גר.,52717,6.90,2025/06/10 11:08
טל עמק 35% שקיל,53219,74,2025/06/10 11:08
יופלה משקה יוגורט טעם בננה-אפרסק 250מ",55336,6.10,2025/06/10 11:07
יופלה משקה יוגורט טעם טרופי 250מ"ל,55343,6.10,2025/06/10 11:07
עמק  28% חריץ  בד"ץ,55350,52.30,2025/05/02 10:47
גבינה לבנה עם זיתים  5% שומן 250גרם,56272,7.10,2025/06/15 11:17
בולגרית פיראוס 24%,56319,60,2025/07/06 14:26
עמק פרוס בקופסא 400גר בד"ץ,56760,35.70,2025/06/15 11:18
חלב תנובה טרי הומוגני 3% 1.5  ליטר*,56845,10.92,2025/05/02 10:46
שמנת לבישול 500 תנובה מ"ל,7290000056951,18.90,2025/06/10 11:08
עמק דק 200גר`,57088,18.40,2025/06/10 11:08
עמק סמי מעדניה  400גרם,57118,25.50,2025/06/10 11:08
יוגורט תנובה 1.5% 200גרם,57132,3.60,2025/07/06 14:26
יוגורט תנובה 3% 200גרם,57149,3.60,2025/07/06 14:26
(עמק  28% חריץ  בד"ץ*,57453,52.30,2025/05/02 10:46
משקה  יוגורט  יופלה שטוזים תות 800 מ"ל,58030,22.50,2025/06/15 11:18
שמנת מתוקה  (38%תנובה)עם  פקק 500 מ"ל*,58047,15.12,2025/05/02 10:46
גיל בטעם תות 125גר,58979,1.70,2025/06/10 11:08
חטיפי פריכונים מאורז מלא.,7290000060071,8.90,2025/01/05 14:07
בייגלה מקלות מלוחים 400גרם,7290000060088,9.90,2025/06/03 19:05
אטריות דקות 400 גרם אוסם.,7290000060163,5.90,2025/06/03 19:05
פתיתים אפויים 500 גרם אסם,7290000060200,6.90,2025/06/03 16:36
מקרוני פרומנטי,7290000060217,5.90,2025/06/03 16:36
פרומנטי פתיתים,7290000060248,5.90,2025/06/03 16:36
פרפקטו ספגטי,60316,6.90,2025/06/03 19:04
טבעות פתיתים 500 גרם,7290000060408,6.90,2025/06/03 16:36
לזניה לה 500 ג`  פרפקטו אוסם,7290000060415,12.90,2025/06/03 19:04
פתיתים אפויים כוכבים 500,7290000060576,6.90,2025/06/03 16:39
פרומנטי פתיתים מסולסלים אוסם,7290000060781,5.90,2025/06/03 16:36
פרומנטי  קרניים אוסם,7290000060828,5.90,2025/06/03 16:36
פרומנטי פת.צדפות,7290000060842,5.90,2025/06/03 16:36
פרומנטי פתיתי צדפות,7290000060859,5.90,2025/06/03 19:05
~פרומנטי ספגטי אוסם,7290000060880,5.90,2025/06/03 16:36
פתיתים אפויים אורז אוסם,60903,6.90,2025/06/03 16:36
איטריות בינוניות אוסם,7290000060958,5.90,2025/06/03 16:36
איטריות דקיקות אסם 400 גרם,7290000060972,5.90,2025/06/03 19:05
קרם קרקר טעם בצל,7290000061061,9.90,2025/06/03 19:05
רוטב צ ילי מתוק אוסם,7290000061085,11.90,2025/06/03 16:36
רוטב טריאקי,7290000061108,11.90,2025/06/03 16:36
פתיתים קוסקום עם בצל 500גר`,61214,6.90,2025/06/03 19:04
עוגיות שוקוציפס אוסם,7290000061245,11.90,2025/01/26 14:36
פתיתים קוסקוס 3 צבעים 500גר`,61450,6.90,2025/06/03 19:05
קפה  רד מאג 200גר`,7290000061764,19.90,2025/06/03 16:36
פודינג אינסטנט וניל  1 ק"ג,62129,23.90,2025/06/03 19:04
דובונים שמנת בצל 40גר,7290000062242,3.90,2025/06/03 19:04
שקדי מרק 400  ג{אסם},7290000063140,9.90,2025/06/03 19:04
קוסקוס 350 גרם אוסם,7290000064758,7.90,2025/06/03 19:05
מנה חמה פירה עם בצל,7290000064871,6.70,2025/06/26 10:53
מיני קרוטונים למרק וסלט אוסם,7290000065090,21.90,2025/06/03 19:05
מנה חמה-פירה תפו"א,7290000065335,6.70,2025/06/26 10:53
חטיפי פריכונים תירס שומשום 80 ג`,65977,8.90,2025/06/03 16:39
ביסלי  פלאפל}קטן{,7290000066134,4.30,2025/06/15 11:03
ביסלי   גריל}קטן{70גר,7290000066141,4.30,2025/06/15 11:03
ביסלי בצל  פיצה(קטן{,7290000066172,4.30,2025/06/15 11:03
ביסלי  פלאפל}גדול{,7290000066189,7.90,2025/07/06 14:10
ביסלי  גדול גריל,7290000066196,7.90,2025/07/06 14:10
דובונים 40 גרם,7290000066264,3.90,2025/01/26 14:36
במבה תות 25 גרם,7290000066295,2.90,2025/06/03 19:05
במבה  אסם{80ג,7290000066318,4.90,2025/06/12 17:03
אפרופו 50 גרם,7290000066332,4.90,2025/06/03 19:05
אפרופו חטיף גדול,7290000066349,7.90,2025/06/03 19:05
פופקו חמאה ודבש,7290000066431,4.90,2025/06/03 19:05
פירורית מתובלת,7290000067407,6.90,2025/06/03 19:04
פירורית זהב 200 ג.,7290000067544,6.90,2025/06/03 19:04
מנה חמה ספגטי בולונז,7290000067599,6.70,2025/06/26 10:53
פתי בר 1.750 אסם,7290000068084,29.90,2025/06/03 19:05
פודינג  וניל 80 ג אסם,7290000068138,5.50,2025/06/15 11:04
ג לי בטעם  תות אסם,7290000068190,5.90,2025/06/03 19:04
ג לי  בטעם אננס,7290000068251,5.90,2025/06/03 19:12
מנה חמה כשל"פ,68282,6.70,2025/06/26 10:54
פריכונים מאורז מלא,7290000068343,8.90,2025/06/03 19:04
במבה יום הולדת 80 גרם,7290000068770,4.90,2025/06/12 17:03
~פריכונים מאורז מלא 140 ג`,7290000069364,8.90,2025/06/03 19:05
חטיפי קרקר זעתר 300גר`,69609,10.90,2025/06/03 19:04
חטיפי קרקר מלוח 300גר`,69715,10.90,2025/06/03 19:12
חטיפי קרקר שומשום 300גר`,69739,10.90,2025/06/03 19:04
מרק עוף 400 ג  אמיתי אסם,7290000070308,16.90,2025/06/03 19:04
מרק בצל 400 גרם,7290000070353,23.90,2025/06/03 19:04
בייגלה רשתות  מלח 400גר,70919,11.90,2025/06/03 19:08
שטוחים בייגלה מלח 60גר,71008,2.90,2025/06/03 19:08
במבה חלבה 60גר`,72067,4.90,2025/06/12 17:04
רוטב פיצה בקבוק,7290000072241,11.90,2025/06/03 16:36
קטשופ אסם 750 גרם,7290000072623,10.90,2025/06/03 16:36
קטשופ חריף אסם,7290000072630,11.90,2025/07/08 11:40
~קפה נמס טסטר צוייס 200 ג`,7290000072753,35.90,2025/06/09 16:13
טסטריס צויס 100 גרם,7290000072760,24.90,2025/06/03 19:05
קפה נמס טסטר צוייס ללא קפאין,7290000072777,35.90,2025/06/03 16:36
סיני מיניס 500גרם,7290000072968,20.90,2025/07/06 14:10
מנה חמה נודלס בטעם עוף,7290000073750,6.70,2025/06/26 10:53
מנה חמה אטריות ורוטב צ יל,7290000073774,6.70,2025/06/26 10:53
פתי בר אוסם 500 ג`,7290000074184,10.90,2025/01/26 14:36
קרקר 250 ג  מלוח,7290000074245,8.90,2025/06/03 19:04
קרקר שומשום 250,7290000074252,8.90,2025/06/03 19:04
קרקר טבעון250 גר פיקנ,7290000074276,9.90,2025/06/03 19:04
קרקר זהב 150 גרם,7290000074375,6.90,2025/06/15 11:03
לחמית אגוזים 160ג,74481,9.90,2023/12/11 14:24
.קרם קרקר 1 ק"ג,7290000074696,22.90,2025/06/03 19:04
#עוגיות  שוקוציפס וניל אוסם,7290000075143,11.90,2025/06/03 19:04
לחמית 250 גרם,7290000075204,9.90,2023/12/11 13:51
עוגת שמרים בריוש שוקולד,75693,15.90,2025/06/03 16:38
בייגלה  שמיניה]אסם[400גרם,7290000076133,9.90,2025/06/03 19:04
טוסטעים חיטה מלאה 100גר`,76645,10.90,2025/06/03 19:07
#קרמעוגית במילוי שוקולד,7290000077017,11.90,2025/01/14 12:08
לחמית כפרית עם דגנים מלאים 190 ג`.,77253,9.90,2023/12/11 14:22
קרוטונים מתובלים אוסם,7290000078212,13.90,2025/06/03 19:04
חטיפי פריכונים מאורז מלא דבש,7290000078762,8.90,2025/06/03 16:36
קרם קרקר דל נתרן,7290000079233,9.90,2025/06/03 19:04
טוסטעים פת קלויה,7290000080758,10.90,2025/06/03 19:05
טוסטעים פת שומשו,7290000080765,10.90,2025/06/03 19:05
בייגלה טבעות עם שומשום 300גר,7290000081663,9.90,2025/06/03 19:05
ברוקולי בד"ץ 600ג קפוא,100265,29.90,2025/06/03 19:10
כרובית 600ג  בד"צ סנפרוסט,7290000100272,27.90,2025/06/03 16:42
שעועת ירוקה עדינה שלמה סנפרוסט 600ג,100975,22.90,2025/06/03 19:09
לקט קטניות לחמין 800ג,101132,17.90,2025/06/19 17:54
מיני כרובית 600 גרם}סנפרוסט{,103457,15.90,2025/06/03 19:08
מיני ברוקולי (600סנפרוסט),103471,15.90,2025/06/03 19:08
ארטישוק  ירושלמי}סנפרוסט{400גר,103488,21.90,2025/06/03 19:08
אפונה גינה בד"ץ 700גר,103495,16.90,2025/06/03 16:41
שעועית ירוקה חתוכה  בד"ץ,103501,15.90,2025/06/03 19:08
אפונה עדינה בד"ץ 600גר,103549,16.90,2025/06/03 19:08
לקט להקפצה עם פסטה פוזילי 800גר`,103730,17.90,2025/06/19 17:54
לקט לעוף 800גרם סנפרוסט,103822,17.90,2025/06/19 17:54
עדשים מבושלים 1ק"ג,104072,19.90,2025/06/03 19:07
אפונה עדינה(סנפרוסט)600 ג`,7290000104201,17.90,2025/06/03 19:04
לקט לפשטידה }800 סנפרוסט{,7290000104287,17.90,2025/06/19 17:54
#אפונה גינה סנפרוסט 800ג`.,7290000104676,16.90,2025/06/19 17:54
שעועית שלמה 800 גרם סנפרוסט,7290000104683,18.90,2025/06/19 17:54
תירס סנפרוסט 800 ג`,7290000104690,15.90,2025/06/03 19:04
גזר גמדי 800 גרם,7290000104706,15.90,2025/06/03 19:04
פול ירוק  800 גרם סנפרוסט.,7290000104713,22.90,2025/06/15 11:03
~שעועית חתוכה ירוקה 800 ג`,7290000104720,17.90,2025/06/03 19:04
שעועית צהובה חתוכה 800 ג`,7290000104737,17.90,2025/06/03 19:04
כרובית 800 גרם}סנפרוסט{,7290000104744,21.90,2025/06/03 19:04
תרד עלים 800 גרם,7290000104768,23.90,2025/06/03 19:04
שעועית   לבנה}סנפרוסט 800 גרם,7290000104799,19.90,2025/06/03 19:04
גרגירי   חומוס(סנפרוסט{800גר,7290000104805,19.90,2025/06/03 19:04
קלחונים תירס 1 ק"ג,7290000104829,19.90,2025/06/03 19:04
שעועית עדינה שלמה 600 ג סנפרוסט,7290000104836,19.90,2025/06/03 19:07
לקט לקוסקוס}סנפרוסט{,7290000104874,17.90,2025/06/19 17:54
אפונה  וגזר}סנפרוסט {800ג`,7290000104881,17.90,2025/06/03 19:04
לקט ירקות מעו}סנפרוסט{,7290000104904,17.90,2025/06/19 17:54
לקט נורמנדי 800 גסנפרוסט,7290000104911,17.90,2025/06/19 17:54
לקט חגיגה ירוקה להקפצה 800 גרם סנפרוסט,7290000106526,17.90,2025/06/19 17:55
ארטישוק   תחתיות}סנפרוסט{400גר,7290000107189,20.90,2025/06/03 19:04
ברוקולי (800 סנפרוסט),7290000107295,22.90,2025/06/19 17:54
לקט מנה אסייטית צבעונית 800גר סנפרוסט,7290000107615,17.90,2025/06/19 17:55
כיפלי גריל בד"ץ 70 גרם,7290000110844,6,2025/07/06 14:10
כיפלי חטיף בצל 70גר,110851,6,2025/07/08 11:40
מיונז 500 תלמה,7290000111186,10.90,2025/05/18 20:00
חרדל 550 צנצנת תלמה,7290000111384,9.90,2025/07/06 14:10
טחינה גולמית בארכה 500גרם,7290000112220,15.90,2025/06/03 19:04
טחינה גולמית בארכה 1 ק"ג,7290000112237,25.90,2025/06/03 19:07
מרק עוף   אמיתי{קנור}400גר.,7290000112619,19.90,2024/01/22 20:24
כיפלי צ יפס 50 ג,7290000113180,6,2025/07/06 14:10
מרק דגש 1 ק"ג,7290000116204,18.90,2025/05/18 20:00
רוטב ברביקיו-קנור  340גרם,116884,11.90,2024/01/15 17:17
רוטב צ ילי מתוק 340גרם קנור,7290000116921,11.90,2024/01/15 17:25
רוטב סויה-קנור  340גרם,116945,11.90,2024/01/15 17:13
טעם עוף  דלקל 48גרם,7290000117171,6.50,2024/01/15 16:53
פטריות נמס 43 גרם,7290000117720,6.90,2025/05/29 18:01
קניידלך 65גרם*2יח,7290000118277,11.90,2025/06/30 21:15
מיונז הלמנס 394גרם,7290000120836,14.90,2025/02/17 01:31
מיונז הלמנס לייט 424גרם,120874,14.90,2025/02/17 01:31
גבינה מון בלאן,7290000121093,11.90,2025/06/03 19:07
גבינה מון בלאן,7290000121109,11.90,2025/06/03 19:05
רוטב סצ ואן בקבוק 370גרם,7290000122830,11.90,2024/01/15 17:22
מארז שוקולד חלב ורד הגליל 100*3,7290000124841,18.90,2025/07/06 14:10
רוטב פטריות 28 גרם בד"ץ,7290000129457,4.90,2025/07/06 14:18
אורביטול שלישיה סודה.,7290000133645,15.90,2025/06/03 19:06
דאופרש מטהר אוויר,7290000133904,9.90,2025/06/03 16:38
משקה אנרגיה XL TEN תפוח 250מ"ל,7290000135045,4.20,2024/01/22 20:43
משקה אנרגיה XL TEN מנגו 250מ"ל,7290000135052,4.30,2025/01/12 20:24
משקה אנרגיה XL נענע ליים 250מ"ל 2019,7290000135113,4.30,2025/01/12 20:24
סבן אפ פרי טעם למון שישייה פחיות 330מ",7290000135182,19.90,2022/01/16 17:31
סודה טמפו 500 מ"ל 12 בק,135465,28.90,2024/12/26 11:37
פפסי Zero   1.5 ליטר בודד,136158,6.90,2025/07/06 14:51
מירנדה 1.5 ליטר,136165,6.90,2025/07/06 14:51
סבן אפ 1.5 ליטר.,7290000136172,6.90,2025/07/06 14:51
7-UP דיאט  1.5 ליטר,136189,6.90,2025/07/06 14:51
סודה טמפו 1.5 ל,136240,4.20,2024/01/15 17:52
סיידר תרכיז 330מ"ל בטעם תפוחים  Juicer,136288,10.60,2024/01/15 17:50
ג אמפ דיאט אשכוליות 1.5 ליטר,136486,6.90,2024/11/28 16:09
ג אמפ מנגו פסיפלורה 1.5 ליטר,136516,6.90,2024/11/28 16:09
ג אמפ ענבים 1.5 ליטר,136523,6.90,2024/11/28 16:09
היינקן בירה  250מ"ל בקבוק רביעייה,7290000136554,24.90,2025/04/29 20:35
ג אמפ תפוזים  1.5 ליטר,7290000136585,6.90,2024/11/28 16:09
נשר מאלט 1.5 ליטר,7290000136646,8.90,2025/05/20 14:38
נשר מאלט דיאט 1.5 ליטר,7290000136653,8.90,2025/05/20 14:38
סודה טמפו 1.5 ל,136660,4.50,2025/03/23 01:53
פפסי 1.5 ליטר,136677,6.90,2025/07/06 14:51
פפסי מקס 1.5 ליטר,136684,6.90,2025/07/06 14:51
סבן אפ דיאט, 1.5 ליטר שישייה.,136752,34.50,2025/01/12 20:24
פפסי 1.5 ליטר שישיה,136769,34.50,2025/01/12 20:24
פפסי Zero שישייה  1.5 ליטר,136776,33.90,2024/11/04 15:07
סודה 1.5 ליטר שישיה טמפו,136790,18.50,2024/12/26 11:38
סודה לימון ליים 1.5ליטר רביעייה,136806,13,2025/06/23 19:58
סודה אננס 1.5ליטר רביעייה.,136813,13,2025/06/23 19:58
סודה פירות יער  1.5ליטר רביעייה.,136820,13,2025/06/23 19:58
סודה נגיעות אפרסק  1.5ליטר רביעייה.,136837,13,2025/06/23 19:58
אקווה נובה 2 ליטר שישייה.,7290000136844,14.90,2024/12/26 11:38
סאן בנדטו שישיה 1.5 ל,136868,19.90,2024/07/31 18:56
סאן בנדטו  מוגז שישיה 1.5 ליטר,136875,20.90,2024/05/27 11:06
.גלידונית 60 יח שטראוס,7290000137513,44.90,2025/06/19 16:06
טעמקור משפחתי שטראוס,7290000137643,34.90,2025/07/06 14:10
שמן בריאות חמניות 1 ליטר ]ע.הזיית,7290000144467,14.90,2025/07/06 14:22
שמן בריאות קנולה 1 ליטר ]ע.זיית[,7290000144474,14.90,2025/06/18 17:04
